"SVSPP","COMNAME","ITISSPP","NESPP3","SCINAME","Fed.Managed","SOE.17","EMAX","RPATH","SOE.18","SizeCat","Min.size","Garrison.Link","NEIEA","SOE.20","SOE.24","FMP"
658,"BERMUDA CHUB",169506,NA,"KYPHOSUS SECTATRIX",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
659,"ATLANTIC SPADEFISH",169539,381,"CHAETODIPTERUS FABER",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
660,"BANK BUTTERFLYFISH",169557,NA,"CHAETODON AYA",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
661,"FOUREYE BUTTERFLYFISH",169558,NA,"CHAETODON CAPISTRATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
662,"SPOTFIN BUTTERFLYFISH",169556,NA,"CHAETODON OCELLATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
663,"REEF BUTTERFLYFISH",169562,NA,"CHAETODON SEDENTARIUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
664,"BANDED BUTTERFLYFISH",169563,NA,"CHAETODON STRIATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
665,"BLUE ANGELFISH",169626,NA,"HOLACANTHUS BERMUDENSIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
666,"QUEEN ANGELFISH",169623,NA,"HOLACANTHUS CILIARIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
667,"ROCK BEAUTY",169625,NA,"HOLACANTHUS TRICOLOR",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
668,"GRAY ANGELFISH",169632,NA,"POMACANTHUS ARCUATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
669,"SERGEANT MAJOR",170046,NA,"ABUDEFDUF SAXATILIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
670,"YELLOWTAIL REEFFISH",170081,NA,"CHROMIS ENCHRYSURUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
671,"SUNSHINEFISH",170082,NA,"CHROMIS INSOLATA",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
672,"BEAUGREGORY",170180,NA,"POMACENTRUS LEUCOSTICTUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
673,"SPOTFIN HOGFISH",170483,NA,"BODIANUS PULCHELLUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
674,"CREOLE WRASSE",170496,NA,"CLEPTICUS PARRAE",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
675,"RED HOGFISH",170498,NA,"DECODON PUELLARIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
676,"GREENBAND WRASSE",170502,NA,"HALICHOERES BATHYPHILUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
677,"SLIPPERY DICK",170503,NA,"HALICHOERES BIVITTATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
678,"PAINTED WRASSE",170504,NA,"HALICHOERES CAUDALIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
679,"BLACKEAR WRASSE",170509,NA,"HALICHOERES POEYI",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
680,"PUDDINGWIFE",170510,NA,"HALICHOERES RADIATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
681,"PEARLY RAZORFISH",170537,NA,"HEMIPTERONOTUS NOVACULA",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
682,"HOGFISH",170566,179,"LACHNOLAIMUS MAXIMUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
683,"WRASSE UNCL",170477,NA,"LABRIDAE",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
684,"BLUELIP PARROTFISH",170857,NA,"CRYPTOTOMUS ROSEUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
685,"EMERALD PARROTFISH",170860,NA,"NICHOLSINA USTA",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
686,"BLUE PARROTFISH",170811,NA,"SCARUS COERULEUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
687,"BUCKTOOTH PARROTFISH",170865,NA,"SPARISOMA RADIANS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
688,"PARROTFISH UNCL",170809,NA,"SCARIDAE",NA,"Other","Southern Perciformes","Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
689,"STRIPED MULLET",170335,235,"MUGIL CEPHALUS",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,"Forage Fish","Other","Other",NA
690,"WHITE MULLET",170336,234,"MUGIL CUREMA",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,"Forage Fish","Other","Other",NA
691,"LIZA",170338,NA,"MUGIL LIZA",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
692,"FANTAIL MULLET",170351,NA,"MUGIL GYRANS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
693,"GREAT BARRACUDA",170429,NA,"SPHYRAENA BARRACUDA",NA,"Other","Southern Perciformes","OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
694,"NORTHERN SENNET",170427,NA,"SPHYRAENA BOREALIS",NA,"Other","Southern Perciformes","OtherPelagics","Other",NA,NA,NA,NA,"Other","Piscivore",NA
695,"GUAGUANCHE",170428,NA,"SPHYRAENA GUACHANCHO",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
696,"MOUSTACHE JAWFISH",170926,NA,"OPISTOGNATHUS LONCHURUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
697,"MOTTLED JAWFISH",170927,NA,"OPISTOGNATHUS MAXILLOSUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
698,"GOBY FLATHEAD",170998,NA,"BEMBROPS GOBIOIDES",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
699,"SOUTHERN STARGAZER",171056,NA,"ASTROSCOPUS Y-GRAECUM",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
700,"SWORDFISH",172482,432,"XIPHIAS GLADIUS",NA,"Apex Predator",NA,"LargePelagics","Apex Predator",NA,NA,NA,NA,"Apex Predator","Apex Predator",NA
701,"BULLET MACKEREL",172455,131,"AUXIS ROCHEI",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
702,"FRIGATE MACKEREL",172456,132,"AUXIS THAZARD",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
703,"ALBACORE",172419,470,"THUNNUS ALALUNGA",NA,"Other",NA,"LargePelagics","Other",NA,NA,NA,NA,"Other","Other",NA
704,"YELLOWFIN TUNA",172423,471,"THUNNUS ALBACARES",NA,"Apex Predator",NA,"LargePelagics","Apex Predator",NA,NA,NA,NA,"Apex Predator","Apex Predator",NA
705,"BLACKFIN TUNA",172427,464,"THUNNUS ATLANTICUS",NA,"Other",NA,"LargePelagics","Other",NA,NA,NA,NA,"Other","Other",NA
706,"BIGEYE TUNA",172428,469,"THUNNUS OBESUS",NA,"Other",NA,"LargePelagics","Other",NA,NA,NA,NA,"Other","Other",NA
707,"BLUE MARLIN",172491,217,"MAKAIRA NIGRICANS",NA,"Other",NA,"LargePelagics","Other",NA,NA,NA,NA,"Other","Other",NA
708,"WHITE MARLIN",172499,216,"TETRAPTURUS ALBIDUS",NA,"Other",NA,"LargePelagics","Other",NA,NA,NA,NA,"Other","Other",NA
725,"FRECKLED STARGAZER",630400,NA,"XENOCEPHALUS EGREGIUS ",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
726,"LANCER STARGAZER",171061,NA,"KATHETOSTOMA ALBIGUTTA",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
727,"CLINID UNCL",171396,NA,"CLINIDAE",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
728,"SEAWEED BLENNY",171304,NA,"PARABLENNIUS MARMOREUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
729,"STRIPED BLENNY",171164,NA,"CHASMODES BOSQUIANUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
730,"CRESTED BLENNY",171198,NA,"HYPLEUROCHILUS GEMINATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
731,"FEATHER BLENNY",171156,NA,"HYPSOBLENNIUS HENTZ",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
732,"FRECKLED BLENNY",171157,NA,"HYPSOBLENNIUS IONTHAS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
733,"COMBTOOTH BLENNY UNCL",171124,NA,"BLENNIIDAE",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
734,"AMERICAN SAND LANCE",171673,206,"AMMODYTES AMERICANUS",NA,"Other","Southern Perciformes","OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
735,"SPOTFIN DRAGONET",171740,NA,"FOETOREPUS AGASSIZI",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
736,"FAT SLEEPER",171919,NA,"DORMITATOR MACULATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
737,"FRILLFIN GOBY",171820,NA,"BATHYGOBIUS SOPORATOR",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
738,"NAKED GOBY",171789,NA,"GOBIOSOMA BOSC",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
739,"GOBY UNCL",171746,NA,"GOBIIDAE",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
740,"OCEAN SURGEON",172252,NA,"ACANTHURUS BAHIANUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
741,"DOCTORFISH",172253,NA,"ACANTHURUS CHIRURGUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
742,"BLUE TANG",172254,NA,"ACANTHURUS COERULEUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
743,"LITTLE TUNNY",172402,468,"EUTHYNNUS ALLETTERATUS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
744,"KING MACKEREL",172435,194,"SCOMBEROMORUS CAVALLA",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Piscivore",NA
745,"SPANISH MACKEREL",172436,384,"SCOMBEROMORUS MACULATUS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Piscivore",NA
746,"CERO",172437,NA,"SCOMBEROMORUS REGALIS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
747,"BLUEFIN TUNA",172421,467,"THUNNUS THYNNUS",NA,"Apex Predator",NA,"LargePelagics","Apex Predator",NA,NA,NA,NA,"Apex Predator","Apex Predator",NA
748,"SPOTTED DRIFTFISH",172540,NA,"ARIOMMA REGULUS",NA,"Other","Southern Perciformes","Mesopelagics","Other",NA,NA,NA,NA,"Other","Other",NA
749,"HARVESTFISH",172570,165,"PEPRILUS ALEPIDOTUS",NA,"Other","Southern Perciformes","OtherPelagics","Other",NA,NA,NA,NA,"Other","Planktivore",NA
750,"BUTTERFISH UNCL",172563,NA,"STROMATEIDAE",NA,"Other","Southern Perciformes","OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
751,"SPINYCHEEK SCORPIONFISH",166794,NA,"NEOMERINTHE HEMINGWAYI",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
752,"HIGHFIN SCORPIONFISH",166803,NA,"PONTINUS RATHBUNI",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
753,"LONGFIN SCORPIONFISH",166812,NA,"SCORPAENA AGASSIZI",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
754,"BARBFISH",166816,NA,"SCORPAENA BRASILIENSIS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
755,"SMOOTHHEAD SCORPIONFISH",166817,NA,"SCORPAENA CALCARATA",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
756,"HUNCHBACK SCORPIONFISH",166818,NA,"SCORPAENA DISPAR",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
757,"PLUMED SCORPIONFISH",166820,NA,"SCORPAENA GRANDICORNIS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
758,"SPOTTED SCORPIONFISH",166825,NA,"SCORPAENA PLUMIERI",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
759,"SCORPIONFISH AND ROCKFISH UNCL",166704,NA,"SCORPAENIDAE",NA,"Other","Southern Others","Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
760,"SHORTFIN SEAROBIN",166998,NA,"BELLATOR BRACHYCHIR",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
761,"STREAMER SEAROBIN",166999,NA,"BELLATOR EGRETTA",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
762,"HORNED SEAROBIN",167000,NA,"BELLATOR MILITARIS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
763,"SLENDER SEAROBIN",167006,NA,"PERISTEDION GRACILE",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
764,"SPINY SEAROBIN",166978,NA,"PRIONOTUS ALATUS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
765,"BANDTAIL SEAROBIN",166986,NA,"PRIONOTUS OPHRYAS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
766,"BLUESPOTTED SEAROBIN",166990,NA,"PRIONOTUS ROSEUS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
767,"BIGEYE SEAROBIN",166996,NA,"PRIONOTUS LONGISPINOSUS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
768,"BLACKWING SEAROBIN",166991,NA,"PRIONOTUS RUBIO",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
769,"LEOPARD SEAROBIN",166976,NA,"PRIONOTUS SCITULUS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
770,"BIGHEAD SEAROBIN",166977,NA,"PRIONOTUS TRIBULUS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
772,"FOURHORN SCULPIN",167316,NA,"MYOXOCEPHALUS QUADRICORNIS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
773,"RIGHTEYE FLOUNDER UNCL",172859,NA,"PLEURONECTIDAE",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
774,"THREE-EYE FLOUNDER",172754,NA,"ANCYLOPSETTA DILECTA",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
775,"OCELLATED FLOUNDER",172757,NA,"ANCYLOPSETTA QUADROCELLATA",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
776,"PEACOCK FLOUNDER",172759,NA,"BOTHUS LUNATUS",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
777,"EYED FLOUNDER",172761,NA,"BOTHUS OCELLATUS",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
778,"PELICAN FLOUNDER",172773,NA,"CHASCANOPSETTA LUGUBRIS",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
779,"SAND WHIFF",172720,NA,"CITHARICHTHYS ARENACEUS",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
780,"HORNED WHIFF",172721,NA,"CITHARICHTHYS CORNUTUS",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
781,"SPOTTED WHIFF",172724,NA,"CITHARICHTHYS MACROPS",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
782,"BAY WHIFF",172725,NA,"CITHARICHTHYS SPILOPTERUS",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
783,"SPOTFIN FLOUNDER",172777,NA,"CYCLOPSETTA FIMBRIATA",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
784,"SPINY FLOUNDER",172779,NA,"ENGYOPHRYS SENTA",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
785,"FRINGED FLOUNDER",172729,NA,"ETROPUS CROSSOTUS",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
786,"GRAY FLOUNDER",172732,NA,"ETROPUS RIMOSUS",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
787,"SHRIMP FLOUNDER",172781,NA,"GASTROPSETTA FRONTALIS",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
788,"GULF FLOUNDER",172736,NA,"PARALICHTHYS ALBIGUTTA",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
789,"SOUTHERN FLOUNDER",172738,130,"PARALICHTHYS LETHOSTIGMA",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
790,"BROAD FLOUNDER",172740,NA,"PARALICHTHYS SQUAMILENTUS",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
791,"SHOAL FLOUNDER",172791,NA,"SYACIUM GUNTERI",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
792,"CHANNEL FLOUNDER",172792,NA,"SYACIUM MICRURUM",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
793,"DUSKY FLOUNDER",172793,NA,"SYACIUM PAPILLOSUM",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Benthivore",NA
794,"ETROPUS UNCL",172728,NA,"ETROPUS ",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
795,"LEFTEYE FLOUNDER UNCL",172714,NA,"BOTHIDAE",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
796,"NAKED SOLE",172991,NA,"GYMNACHIRUS MELAS",NA,"Other","Southern Pleuronectiformes","SmFlatfishes","Other",NA,NA,NA,NA,"Other","Other",NA
797,"OFFSHORE TONGUEFISH",173063,NA,"SYMPHURUS CIVITATUS",NA,"Other","Southern Pleuronectiformes","SmFlatfishes","Other",NA,NA,NA,NA,"Other","Other",NA
798,"SPOTTEDFIN TONGUEFISH",173064,NA,"SYMPHURUS DIOMEDIANUS",NA,"Other","Southern Pleuronectiformes","SmFlatfishes","Other",NA,NA,NA,NA,"Other","Other",NA
799,"LARGESCALE TONGUEFISH",173066,NA,"SYMPHURUS MINOR",NA,"Other","Southern Pleuronectiformes","SmFlatfishes","Other",NA,NA,NA,NA,"Other","Other",NA
820,"TRIGGERFISH FILEFISH UNCL",173128,456,"BALISTIDAE",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
821,"SLENDER TONGUEFISH",173065,NA,"SYMPHURUS MARGINATUS",NA,"Other","Southern Pleuronectiformes","SmFlatfishes","Other",NA,NA,NA,NA,"Other","Other",NA
822,"SNAKE MACKEREL UNCL",172378,NA,"TRICHIURIDAE",NA,"Other","Southern Perciformes","Mesopelagics","Other",NA,NA,NA,NA,"Other","Other",NA
823,"OILFISH",172364,NA,"RUVETTUS PRETIOSUS",NA,"Other","Southern Perciformes","Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
824,"ESCOLAR",172362,385,"LEPIDOCYBIUM FLAVOBRUNNEUM",NA,"Other","Southern Perciformes","Mesopelagics","Other",NA,NA,NA,NA,"Other","Other",NA
825,"BLACKCHEEK TONGUEFISH",173062,NA,"SYMPHURUS PLAGIUSA",NA,"Other","Southern Pleuronectiformes","SmFlatfishes","Other",NA,NA,NA,NA,"Other","Benthivore",NA
826,"NORTHERN TONGUEFISH",173070,NA,"SYMPHURUS PUSILLUS",NA,"Other","Southern Pleuronectiformes","SmFlatfishes","Other",NA,NA,NA,NA,"Other","Other",NA
827,"SPOTTAIL TONGUEFISH",173071,NA,"SYMPHURUS UROSPILUS",NA,"Other","Southern Pleuronectiformes","SmFlatfishes","Other",NA,NA,NA,NA,"Other","Other",NA
829,"JAMBEAU",173121,NA,"PARAHOLLARDIA LINEATA",NA,"Other","Southern Others","Mesopelagics","Other",NA,NA,NA,NA,"Other","Other",NA
830,"DOTTEREL FILEFISH",173132,NA,"ALUTERUS HEUDELOTI",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
831,"UNICORN FILEFISH",173133,NA,"ALUTERUS MONOCEROS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
832,"ORANGE FILEFISH",173131,NA,"ALUTERUS SCHOEPFI",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
833,"SCRAWLED FILEFISH",173134,NA,"ALUTERUS SCRIPTUS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
834,"QUEEN TRIGGERFISH",173139,456,"BALISTES VETULA",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
835,"OCEAN TRIGGERFISH",173170,NA,"CANTHIDERMIS SUFFLAMEN",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
836,"FRINGED FILEFISH",173179,NA,"MONACANTHUS CILIATUS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
837,"SPOTTED TRUNKFISH",173238,NA,"LACTOPHRYS BICAUDALIS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
838,"HONEYCOMB COWFISH",173241,NA,"LACTOPHRYS POLYGONIA",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
839,"SCRAWLED COWFISH",173240,NA,"LACTOPHRYS QUADRICORNIS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
840,"TRUNKFISH",173237,NA,"LACTOPHRYS TRIGONUS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
841,"SMOOTH TRUNKFISH",173239,NA,"LACTOPHRYS TRIQUETER",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
842,"SHARPNOSE PUFFER",173320,NA,"CANTHIGASTER ROSTRATA",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
843,"MARBLED PUFFER",173294,NA,"SPHOEROIDES DORSALIS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
844,"SOUTHERN PUFFER",173297,NA,"SPHOEROIDES NEPHELUS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
845,"BANDTAIL PUFFER",173300,NA,"SPHOEROIDES SPENGLERI",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
846,"CHECKERED PUFFER",173291,NA,"SPHOEROIDES TESTUDINEUS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
847,"WEB BURRFISH",173386,NA,"CHILOMYCTERUS ANTILLARUM",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
848,"SPOTTED BURRFISH",173387,NA,"CHILOMYCTERUS ATINGA",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
849,"BALLOONFISH",173392,NA,"DIODON HOLOCANTHUS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
850,"PORCUPINEFISH",173391,NA,"DIODON HYSTRIX",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
851,"ANCHOVY UNCL",553173,686,"ENGRAULIDAE",NA,"Other","Southern Others","SmPelagics","Other",NA,NA,NA,"Forage Fish","Other","Other",NA
852,"LIZARDFISH UNCL",162374,NA,"SYNODONTIDAE",NA,"Other","Southern Others","OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
853,"SUMMER FLOUNDERS",172734,126,"PARALICHTHYS ",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
